_u,_v,re(NearEX)[V_per_meter],im(NearEX)[V_per_meter],re(NearEY)[V_per_meter],im(NearEY)[V_per_meter]
-0.08,0.06,-2.15892,-0.396889,-89.8933,11.9828
-0.075,0.06,-1.93826,-0.849966,-93.973,-10.712
-0.07,0.06,-1.6388,-1.19554,-92.557,-33.2833
-0.065,0.06,-1.30153,-1.42922,-86.3415,-54.3721
-0.06,0.06,-0.957551,-1.55531,-76.3046,-72.9906
-0.055,0.06,-0.633963,-1.58675,-63.523,-88.5797
-0.05,0.06,-0.350061,-1.54071,-49.0735,-100.931
-0.045,0.06,-0.119034,-1.43791,-33.8779,-110.143
-0.04,0.06,0.0548854,-1.29634,-18.8163,-116.498
-0.035,0.06,0.171884,-1.1304,-4.56285,-120.436
-0.03,0.06,0.235666,-0.952584,8.37705,-122.47
-0.025,0.06,0.252441,-0.772033,19.6511,-123.128
-0.02,0.06,0.229892,-0.594601,29.0337,-122.912
-0.015,0.06,0.176404,-0.423219,36.3955,-122.262
-0.01,0.06,0.100549,-0.258411,41.6726,-121.536
-0.005,0.06,0.0108024,-0.0989134,44.8401,-120.998
0,0.06,-0.0845543,0.0576717,45.892,-120.808
0.005,0.06,-0.179483,0.214721,44.8395,-121.025
0.01,0.06,-0.263665,0.375949,41.6647,-121.594
0.015,0.06,-0.330158,0.542808,36.3782,-122.35
0.02,0.06,-0.370871,0.716023,29.0039,-123.028
0.025,0.06,-0.377784,0.894375,19.6048,-123.269
0.03,0.06,-0.343267,1.07418,8.30969,-122.633
0.035,0.06,-0.260622,1.24887,-4.65638,-120.617
0.04,0.06,-0.124866,1.4088,-18.9411,-116.691
0.045,0.06,0.06628,1.54131,-34.0383,-110.34
0.05,0.06,0.311242,1.63114,-49.2726,-101.126
0.055,0.06,0.604044,1.66164,-63.7967,-88.7446
0.06,0.06,0.931013,1.615,-76.6272,-73.1211
0.065,0.06,1.27299,1.4765,-86.6877,-54.4703
0.07,0.06,1.6036,1.2354,-92.9061,-33.3594
0.075,0.06,1.8905,0.888397,-94.3348,-10.7376
0.08,0.06,2.09737,0.442525,-90.2937,12.0781
0.085,0.06,2.18739,-0.0823359,-80.5198,33.4758
0.09,0.06,2.12789,-0.652067,-65.2995,51.6849
0.095,0.06,1.89619,-1.21863,-45.5529,64.976
0.1,0.06,1.48572,-1.72275,-22.8427,71.9052
-0.1,0.065,-1.15957,2.2347,-7.69034,71.9343
-0.095,0.065,-1.72174,1.78088,-30.357,69.7489
-0.09,0.065,-2.09805,1.22107,-51.4398,61.0433
-0.085,0.065,-2.28469,0.623926,-69.2128,46.8819
-0.08,0.065,-2.29857,0.0478881,-82.4986,28.7116
-0.075,0.065,-2.17034,-0.463026,-90.7037,8.1325
-0.07,0.065,-1.93747,-0.881317,-93.7157,-13.3854
-0.065,0.065,-1.64172,-1.19358,-91.9407,-34.4159
-0.06,0.065,-1.31572,-1.39726,-86.1049,-53.8588
-0.055,0.065,-0.989965,-1.49959,-77.1117,-70.9843
-0.05,0.065,-0.687979,-1.51384,-65.9313,-85.3909
-0.045,0.065,-0.427261,-1.45783,-53.4495,-96.9898
-0.04,0.065,-0.21689,-1.34936,-40.5473,-105.885
-0.035,0.065,-0.0597655,-1.2032,-27.9377,-112.356
-0.03,0.065,0.0451068,-1.03303,-16.1929,-116.787
-0.025,0.065,0.102074,-0.849669,-5.7449,-119.603
-0.02,0.065,0.117748,-0.660868,3.09821,-121.232
-0.015,0.065,0.100131,-0.471525,10.1299,-122.061
-0.01,0.065,0.0579645,-0.284092,15.2211,-122.413
-0.005,0.065,0.000294969,-0.0991527,18.2973,-122.529
0,0.065,-0.0637769,0.0839339,19.3218,-122.559
0.005,0.065,-0.126458,0.266005,18.2993,-122.553
0.01,0.065,-0.177619,0.451095,15.216,-122.471
0.015,0.065,-0.209226,0.637725,10.1148,-122.152
0.02,0.065,-0.212801,0.824854,3.06922,-121.352
0.025,0.065,-0.180398,1.00945,-5.79242,-119.75
0.03,0.065,-0.105047,1.18605,-16.264,-116.956
0.035,0.065,0.0186049,1.34645,-28.0377,-112.543
0.04,0.065,0.193451,1.47967,-40.681,-106.083
0.045,0.065,0.418931,1.57226,-53.6207,-97.1907
0.05,0.065,0.689969,1.60903,-66.1392,-85.5848
0.055,0.065,0.996758,1.57416,-77.3905,-71.1437
0.06,0.065,1.32106,1.45262,-86.4332,-53.9818
0.065,0.065,1.64005,1.2338,-92.2982,-34.5051
0.07,0.065,1.92442,0.912761,-94.0867,-13.4489
0.075,0.065,2.14048,0.493444,-91.0881,8.11705
0.08,0.065,2.25292,-0.00880855,-82.9116,28.8282
0.085,0.065,2.22879,-0.565573,-69.6128,47.121
0.09,0.065,2.04258,-1.13499,-51.7921,61.3855
0.095,0.065,1.6819,-1.66341,-30.6375,70.1676
0.1,0.065,1.15307,-2.08942,-7.88763,72.4007
-0.1,0.07,-0.677429,2.52275,7.54346,69.1885
-0.095,0.07,-1.34694,2.19117,-14.1516,71.7675
-0.09,0.07,-1.85392,1.71093,-35.6859,67.9255
-0.085,0.07,-2.17884,1.14969,-55.2329,58.3099
-0.08,0.07,-2.32503,0.569807,-71.4012,44.035
-0.075,0.07,-2.31293,0.0225287,-83.3136,26.4752
-0.07,0.07,-2.17296,-0.455673,-90.5715,6.97929
-0.065,0.07,-1.94446,-0.841214,-93.2617,-13.0367
-0.06,0.07,-1.66001,-1.12381,-91.8381,-32.4048
-0.055,0.07,-1.35214,-1.30358,-86.9934,-50.2602
-0.05,0.07,-1.04778,-1.38837,-79.5494,-66.0302
-0.045,0.07,-0.768334,-1.39184,-70.3151,-79.4479
-0.04,0.07,-0.527863,-1.32991,-60.1356,-90.4298
-0.035,0.07,-0.332777,-1.21693,-49.7288,-99.0918
-0.03,0.07,-0.185348,-1.06711,-39.706,-105.672
-0.025,0.07,-0.0837339,-0.892484,-30.5575,-110.479
-0.02,0.07,-0.0230414,-0.702571,-22.6579,-113.845
-0.015,0.07,0.00373481,-0.504282,-16.2796,-116.088
-0.01,0.07,0.00494579,-0.302215,-11.6097,-117.482
-0.005,0.07,-0.010292,-0.0991243,-8.76751,-118.236
0,0.07,-0.0325153,0.103477,-7.81827,-118.48
0.005,0.07,-0.0532446,0.304021,-8.76381,-118.261
0.01,0.07,-0.061571,0.505134,-11.6149,-117.546
0.015,0.07,-0.0496113,0.702841,-16.2972,-116.187
0.02,0.07,-0.00898935,0.894073,-22.6925,-113.976
0.025,0.07,0.067635,1.07388,-30.6142,-110.637
0.03,0.07,0.186008,1.23506,-39.7901,-105.853
0.035,0.07,0.349564,1.36805,-49.8453,-99.2885
0.04,0.07,0.558569,1.46106,-60.2889,-90.635
0.045,0.07,0.809196,1.50064,-70.508,-79.6528
0.05,0.07,1.09263,1.47266,-79.7768,-66.2272
0.055,0.07,1.39488,1.36343,-87.2886,-50.4139
0.06,0.07,1.69424,1.16219,-92.1831,-32.5174
0.065,0.07,1.9649,0.863812,-93.6409,-13.1102
0.07,0.07,2.17611,0.470405,-90.9729,6.94019
0.075,0.07,2.29489,-0.00592672,-83.7326,26.4923
0.08,0.07,2.28937,-0.541277,-71.8303,44.1945
0.085,0.07,2.13325,-1.09922,-55.6323,58.5985
0.09,0.07,1.81085,-1.63168,-36.0222,68.3217
0.095,0.07,1.3224,-2.08195,-14.4004,72.2437
0.1,0.07,0.688584,-2.39001,7.39526,69.7147
-0.1,0.075,-0.0794376,2.69558,22.1845,62.9745
-0.095,0.075,-0.828939,2.5248,2.53647,70.096
-0.09,0.075,-1.45277,2.16661,-18.3483,71.2134
-0.085,0.075,-1.91499,1.68322,-38.6348,66.5368
-0.08,0.075,-2.20353,1.13723,-56.7925,56.8017
-0.075,0.075,-2.32591,0.584632,-71.7121,43.0951
-0.07,0.075,-2.30283,0.0693284,-82.7392,26.589
-0.065,0.075,-2.16759,-0.37513,-89.6447,8.60482
-0.06,0.075,-1.95062,-0.730148,-92.5964,-9.67835
-0.055,0.075,-1.68451,-0.98767,-92.0471,-27.3087
-0.05,0.075,-1.39826,-1.1488,-88.6323,-43.5767
-0.045,0.075,-1.11627,-1.22168,-83.0462,-58.0588
-0.04,0.075,-0.857166,-1.21869,-76.0523,-70.4879
-0.035,0.075,-0.631054,-1.15272,-68.3381,-80.8185
-0.03,0.075,-0.44384,-1.03749,-60.5209,-89.1368
-0.025,0.075,-0.296736,-0.885669,-53.1217,-95.6201
-0.02,0.075,-0.187212,-0.708101,-46.5596,-100.493
-0.015,0.075,-0.109942,-0.513569,-41.1563,-103.989
-0.01,0.075,-0.0576412,-0.308852,-37.1451,-106.319
-0.005,0.075,-0.021779,-0.099054,-34.6823,-107.651
0,0.075,0.00684245,0.111888,-33.8571,-108.09
0.005,0.075,0.0366081,0.320219,-34.6804,-107.681
0.01,0.075,0.0789725,0.525571,-37.1569,-106.391
0.015,0.075,0.140844,0.722051,-41.1855,-104.099
0.02,0.075,0.229886,0.904458,-46.6108,-100.637
0.025,0.075,0.352226,1.06597,-53.1999,-95.7913
0.03,0.075,0.511798,1.19792,-60.6311,-89.3286
0.035,0.075,0.709598,1.28985,-68.4848,-81.0232
0.04,0.075,0.94287,1.3299,-76.2388,-70.6966
0.045,0.075,1.20432,1.30561,-83.2744,-58.2622
0.05,0.075,1.4815,1.20509,-88.8952,-43.7729
0.055,0.075,1.75649,1.01831,-92.3717,-27.4499
0.06,0.075,2.00543,0.739823,-92.9697,-9.77113
0.065,0.075,2.20089,0.371343,-90.0549,8.56047
0.07,0.075,2.3127,-0.0771356,-83.1763,26.5928
0.075,0.075,2.31104,-0.585102,-72.1658,43.1724
0.08,0.075,2.17028,-1.12062,-57.2304,57.0273
0.085,0.075,1.87344,-1.64076,-39.02,66.8932
0.09,0.075,1.41708,-2.0938,-18.6492,71.6764
0.095,0.075,0.815623,-2.42346,2.34346,70.6357
0.1,0.075,0.104529,-2.57536,22.1136,63.5585
-0.1,0.08,0.604165,2.70534,35.1969,53.2986
-0.095,0.08,-0.182945,2.72742,18.6559,64.4196
-0.09,0.08,-0.894337,2.53216,-0.40115,70.2784
-0.085,0.08,-1.47856,2.17124,-20.2334,70.6516
-0.08,0.08,-1.90733,1.70306,-39.2619,65.8697
-0.075,0.08,-2.17326,1.18472,-56.2169,56.682
-0.07,0.08,-2.28486,0.665116,-70.2316,44.0323
-0.065,0.08,-2.26589,0.186132,-80.7947,29.0674
-0.06,0.08,-2.14204,-0.225378,-87.7879,12.9112
-0.055,0.08,-1.94352,-0.552756,-91.4077,-3.45652
-0.05,0.08,-1.69943,-0.789378,-92.0739,-19.2361
-0.045,0.08,-1.4358,-0.93671,-90.333,-33.878
-0.04,0.08,-1.17477,-1.00204,-86.8192,-46.9534
-0.035,0.08,-0.929952,-0.99553,-82.1543,-58.2667
-0.03,0.08,-0.710963,-0.929329,-76.925,-67.7534
-0.025,0.08,-0.52242,-0.815768,-71.6507,-75.455
-0.02,0.08,-0.364715,-0.666399,-66.7682,-81.4796
-0.015,0.08,-0.234875,-0.491463,-62.627,-85.9663
-0.01,0.08,-0.127424,-0.299718,-59.4904,-89.0547
-0.005,0.08,-0.0351834,-0.0985835,-57.5409,-90.8609
0,0.08,0.0500108,0.10552,-56.885,-91.4612
0.005,0.08,0.135844,0.306848,-57.5451,-90.8946
0.01,0.08,0.233169,0.501071,-59.5165,-89.1342
0.015,0.08,0.347434,0.680948,-62.6781,-86.0858
0.02,0.08,0.484902,0.839245,-66.8484,-81.6323
0.025,0.08,0.64985,0.967533,-71.7641,-75.6332
0.03,0.08,0.843867,1.05615,-77.0756,-67.9486
0.035,0.08,1.06512,1.09447,-82.3452,-58.4695
0.04,0.08,1.30767,1.07146,-87.0524,-47.154
0.045,0.08,1.5609,0.976745,-90.609,-34.0663
0.05,0.08,1.80922,0.801931,-92.3881,-19.4167
0.055,0.08,2.03177,0.542082,-91.7729,-3.5704
0.06,0.08,2.20399,0.197898,-88.198,12.8553
0.065,0.08,2.29888,-0.221207,-81.24,29.073
0.07,0.08,2.28932,-0.69716,-70.7019,44.1037
0.075,0.08,2.15139,-1.20163,-56.692,56.848
0.08,0.08,1.86835,-1.69617,-39.6902,66.1819
0.085,0.08,1.43501,-2.13391,-20.5814,71.0888
0.09,0.08,0.861741,-2.46296,-0.640392,70.8134
0.095,0.08,0.177679,-2.63179,18.5474,65.0198
0.1,0.08,-0.567989,-2.59628,35.2331,53.9274
-0.1,0.085,1.32312,2.51112,45.4993,40.5217
-0.095,0.085,0.554674,2.74559,33.0003,54.77
-0.09,0.085,-0.19889,2.74666,16.9224,64.7979
-0.085,0.085,-0.873266,2.55051,-1.19229,69.9836
-0.08,0.085,-1.42468,2.20624,-19.8179,70.2506
-0.075,0.085,-1.83001,1.76757,-37.6114,65.9802
-0.07,0.085,-2.08371,1.28491,-53.5526,57.843
-0.065,0.085,-2.19703,0.805563,-66.9055,46.7473
-0.06,0.085,-2.18811,0.36363,-77.2871,33.6901
-0.055,0.085,-2.082,-0.0160321,-84.6374,19.6139
-0.05,0.085,-1.90553,-0.318716,-89.1442,5.3514
-0.045,0.085,-1.68444,-0.538446,-91.1803,-8.46031
-0.04,0.085,-1.44272,-0.676198,-91.2102,-21.2723
-0.035,0.085,-1.19688,-0.738132,-89.7564,-32.758
-0.03,0.085,-0.959886,-0.733549,-87.3375,-42.7149
-0.025,0.085,-0.73982,-0.673371,-84.4368,-51.0531
-0.02,0.085,-0.540352,-0.568958,-81.4789,-57.7637
-0.015,0.085,-0.361441,-0.431328,-78.8161,-62.8874
-0.01,0.085,-0.200136,-0.270742,-76.7225,-66.4861
-0.005,0.085,-0.0514139,-0.0966087,-75.3929,-68.6206
0,0.085,0.0910108,0.0823745,-74.943,-69.3341
0.005,0.085,0.233544,0.258633,-75.4067,-68.6555
0.01,0.085,0.384871,0.423836,-76.7697,-66.5673
0.015,0.085,0.548686,0.569868,-78.8984,-63.0076
0.02,0.085,0.729148,0.687805,-81.5988,-57.9146
0.025,0.085,0.92811,0.768127,-84.5967,-51.2252
0.03,0.085,1.14441,0.800872,-87.5395,-42.8981
0.035,0.085,1.37323,0.776095,-90.0017,-32.9417
0.04,0.085,1.60559,0.684662,-91.4989,-21.4457
0.045,0.085,1.82808,0.519392,-91.5111,-8.61283
0.05,0.085,2.02296,0.276489,-89.5181,5.21192
0.055,0.085,2.16808,-0.0427839,-85.048,19.5498
0.06,0.085,2.23978,-0.431036,-77.7346,33.6951
0.065,0.085,2.21416,-0.871066,-67.3805,46.8288
0.07,0.085,2.06976,-1.3374,-54.0416,58.0094
0.075,0.085,1.79122,-1.79545,-38.0812,66.2581
0.08,0.085,1.37306,-2.20288,-20.2075,70.663
0.085,0.085,0.823437,-2.51236,-1.47312,70.5059
0.09,0.085,0.167095,-2.67615,16.7753,65.4001
0.095,0.085,-0.553141,-2.65214,33.0065,55.4159
0.1,0.085,-1.27707,-2.41102,45.6703,41.1699
-0.1,0.09,2.00791,2.08761,52.0939,25.3952
-0.095,0.09,1.32462,2.5353,44.3279,41.6004
-0.09,0.09,0.58879,2.75205,32.2299,54.8684
-0.085,0.09,-0.126983,2.75417,17.0469,64.2442
-0.08,0.09,-0.766028,2.57641,0.148469,69.2737
-0.075,0.09,-1.29018,2.26408,-17.1476,69.9641
-0.07,0.09,-1.67902,1.86472,-33.7412,66.6815
-0.065,0.09,-1.92937,1.42701,-48.7452,60.0541
-0.06,0.09,-2.04917,0.990174,-61.5567,50.8834
-0.055,0.09,-2.05553,0.585851,-71.8796,40.0085
-0.05,0.09,-1.97033,0.236321,-79.6704,28.2325
-0.045,0.09,-1.81673,-0.0448444,-85.11,16.2345
-0.04,0.09,-1.61844,-0.251672,-88.4712,4.62663
-0.035,0.09,-1.39368,-0.385151,-90.1453,-6.16186
-0.03,0.09,-1.15795,-0.450556,-90.5492,-15.8141
-0.025,0.09,-0.922476,-0.456222,-90.0967,-24.1244
-0.02,0.09,-0.694242,-0.412237,-89.1694,-30.9749
-0.015,0.09,-0.476501,-0.329462,-88.096,-36.3112
-0.01,0.09,-0.269414,-0.218884,-87.1403,-40.1183
-0.005,0.09,-0.0708461,-0.0912712,-86.494,-42.4008
0,0.09,0.122796,0.04294,-86.2729,-43.1674
0.005,0.09,0.315957,0.174576,-86.5186,-42.4329
0.01,0.09,0.513743,0.292182,-87.2119,-40.1927
0.015,0.09,0.717833,0.387168,-88.2142,-36.4197
0.02,0.09,0.929667,0.449549,-89.3343,-31.1079
0.025,0.09,1.14824,0.469454,-90.3083,-24.2714
0.03,0.09,1.36948,0.437497,-90.8069,-15.9641
0.035,0.09,1.58572,0.345405,-90.4479,-6.30333
0.04,0.09,1.78547,0.186957,-88.8163,4.50493
0.045,0.09,1.95348,-0.0408335,-85.4939,16.1433
0.05,0.09,2.07135,-0.33635,-80.099,28.1661
0.055,0.09,2.11759,-0.691704,-72.3292,40.0215
0.06,0.09,2.0716,-1.09258,-62.0302,50.9766
0.065,0.09,1.91525,-1.51499,-49.2305,60.2384
0.07,0.09,1.63529,-1.92771,-34.2195,66.9672
0.075,0.09,1.22711,-2.29257,-17.5738,70.367
0.08,0.09,0.698048,-2.56681,-0.166011,69.7885
0.085,0.09,0.0700354,-2.70699,16.8675,64.8444
0.09,0.09,-0.61886,-2.67418,32.2064,55.5208
0.095,0.09,-1.31482,-2.44024,44.4761,42.265
0.1,0.09,-1.9511,-1.99446,52.4207,26.0251
-0.1,0.095,2.57439,1.43437,54.2169,9.04687
-0.095,0.095,2.04645,2.07225,51.5194,25.8179
-0.09,0.095,1.3983,2.5034,44.1213,41.0829
-0.085,0.095,0.704518,2.72138,32.8982,53.6492
-0.08,0.095,0.0301409,2.74224,18.9678,62.7443
-0.075,0.095,-0.574195,2.59784,3.52245,68.0262
-0.07,0.095,-1.07398,2.32796,-12.3441,69.5458
-0.065,0.095,-1.45097,1.97786,-27.6715,67.6319
-0.06,0.095,-1.70096,1.58861,-41.7082,62.8375
-0.055,0.095,-1.83077,1.19612,-53.9622,55.8381
-0.05,0.095,-1.8547,0.828735,-64.178,47.3442
-0.045,0.095,-1.79086,0.50694,-72.3373,38.0257
-0.04,0.095,-1.66021,0.243518,-78.5238,28.4961
-0.035,0.095,-1.48104,0.0434406,-82.9711,19.2478
-0.03,0.095,-1.27009,-0.0936018,-85.968,10.6779
-0.025,0.095,-1.04088,-0.172244,-87.8305,3.08272
-0.02,0.095,-0.80341,-0.200147,-88.8687,-3.3291
-0.015,0.095,-0.564235,-0.186901,-89.363,-8.41962
-0.01,0.095,-0.326953,-0.143186,-89.5457,-12.104
-0.005,0.095,-0.0928515,-0.0801815,-89.5898,-14.3341
0,0.095,0.138316,-0.00919633,-89.6016,-15.0865
0.005,0.095,0.36824,0.0594877,-89.6242,-14.3602
0.01,0.095,0.597657,0.112787,-89.641,-12.1624
0.015,0.095,0.825915,0.142106,-89.5162,-8.50229
0.02,0.095,1.05132,0.137279,-89.077,-3.4262
0.025,0.095,1.26985,0.0890262,-88.0907,2.98196
0.03,0.095,1.47463,-0.0104881,-86.2767,10.5848
0.035,0.095,1.65568,-0.166888,-83.3238,19.1738
0.04,0.095,1.79992,-0.382604,-78.9155,28.4521
0.045,0.095,1.89167,-0.655753,-72.7617,38.0224
0.05,0.095,1.9136,-0.978991,-64.6395,47.3816
0.055,0.095,1.84709,-1.33814,-54.4302,55.955
0.06,0.095,1.67713,-1.7124,-42.1815,63.0436
0.065,0.095,1.39364,-2.07309,-28.1329,67.9396
0.07,0.095,0.993633,-2.38594,-12.7672,69.9641
0.075,0.095,0.484619,-2.61271,3.18577,68.5525
0.08,0.095,-0.113029,-2.71451,18.7685,63.3499
0.085,0.095,-0.764703,-2.65639,32.8546,54.3061
0.09,0.095,-1.42178,-2.41272,44.2497,41.7555
0.095,0.095,-2.02395,-1.97309,51.83,26.4618
0.1,0.095,-2.50394,-1.34769,54.7091,9.60971
-0.1,0.1,2.93291,0.583993,51.4929,-7.09537
-0.095,0.1,2.62501,1.36231,53.7575,8.75235
-0.09,0.1,2.13701,1.98076,51.3814,24.552
-0.085,0.1,1.5378,2.40952,44.8219,38.991
-0.08,0.1,0.894525,2.64309,34.8687,51.0678
-0.075,0.1,0.265763,2.69564,22.4972,60.1464
-0.07,0.1,-0.30256,2.59444,8.70251,65.9797
-0.065,0.1,-0.778161,2.37605,-5.55788,68.5977
-0.06,0.1,-1.14397,2.07931,-19.4729,68.2785
-0.055,0.1,-1.39498,1.74091,-32.4137,65.487
-0.05,0.1,-1.53579,1.3927,-43.9524,60.7861
-0.045,0.1,-1.57715,1.06047,-53.8768,54.7784
-0.04,0.1,-1.53479,0.762688,-62.1094,48.0271
-0.035,0.1,-1.425,0.510495,-68.7098,41.0367
-0.03,0.1,-1.26406,0.309037,-73.8239,34.2422
-0.025,0.1,-1.06657,0.15823,-77.6493,27.9965
-0.02,0.1,-0.844684,0.0539092,-80.4035,22.5728
-0.015,0.1,-0.607892,-0.0110722,-82.2968,18.1729
-0.01,0.1,-0.363167,-0.0458808,-83.5118,14.9381
-0.005,0.1,-0.115406,-0.0609207,-84.189,12.9601
0,0.1,0.131937,-0.0672175,-84.4161,12.29
0.005,0.1,0.377043,-0.0752139,-84.2317,12.9415
0.01,0.1,0.616305,-0.09801,-83.6271,14.9033
0.015,0.1,0.846438,-0.143506,-82.4788,18.129
0.02,0.1,1.06251,-0.220972,-80.6465,22.5287
0.025,0.1,1.25765,-0.338053,-77.947,27.9621
0.03,0.1,1.42271,-0.500068,-74.1693,34.2281
0.035,0.1,1.54625,-0.709178,-69.0956,41.0532
0.04,0.1,1.61493,-0.963463,-62.5272,48.0843
0.045,0.1,1.61431,-1.25599,-54.3178,54.886
0.05,0.1,1.53012,-1.57404,-44.4093,60.9475
0.055,0.1,1.34849,-1.89819,-32.865,65.727
0.06,0.1,1.06288,-2.20277,-19.9054,68.6116
0.065,0.1,0.672661,-2.45739,-5.9475,69.0351
0.07,0.1,0.186183,-2.62825,8.38971,66.5244
0.075,0.1,-0.376898,-2.68123,22.298,60.7762
0.08,0.1,-0.98446,-2.5858,34.8233,51.7364
0.085,0.1,-1.59212,-2.31981,44.944,39.6693
0.09,0.1,-2.14525,-1.87458,51.6819,25.2017
0.095,0.1,-2.58305,-1.25959,54.239,9.32501
0.1,0.1,-2.84482,-0.506129,52.1437,-6.6564
